FeatureX,FeatureY,User_ID,Countries_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
0,3,ID_4JWH40NF,X9GR,10:47:05.736373,1,12,20
0,0,ID_2L7FD5D7,X9GR,11:35:14.457883,1,12,27
0,0,ID_9ET25KB6,X9GR,10:02:50.297092,1,12,20
0,0,ID_9GWEFV7K,X9GR,16:10:42.352398,1,12,27
0,0,ID_OH4P6KF8,X9GR,21:02:58.741016,1,12,12
0,0,ID_LN8MKZI4,X9GR,15:21:33.097809,1,1,23
0,0,ID_KL7OBZXK,X9GR,00:14:46.434874,1,1,23
1,0,ID_AFVOVXW3,X9GR,20:15:07.980982,1,1,1
0,0,ID_OAT2Z0FH,X9GR,22:14:36.471008,1,1,2
1,1,ID_P3I0N5DG,X9GR,19:09:36.508511,1,12,28
0,0,ID_NQWWDZZK,X9GR,10:52:57.863858,1,11,29
0,0,ID_A0UQPXF7,X9GR,08:18:51.267941,1,1,10
0,0,ID_351OVD0W,X9GR,09:09:11.384301,1,12,27
1,0,ID_X4BO0YND,X9GR,09:17:01.421035,1,12,20
0,0,ID_70S598VL,X9GR,18:40:16.682782,1,11,5
1,1,ID_QHKYCSDQ,X9GR,16:49:31.889964,1,1,3
0,0,ID_2C1QJV8J,X9GR,09:17:56.959499,1,12,20
0,0,ID_8K9SPQFI,X9GR,15:48:15.219901,1,11,26
0,0,ID_U1IJB9D9,X9GR,20:36:35.121604,1,1,14
0,0,ID_4X2WH7V0,X9GR,13:10:20.413727,1,12,13
0,0,ID_4Q46E9FH,X9GR,21:10:26.089353,1,12,28
0,0,ID_73UJN86W,X9GR,10:51:13.108057,1,12,27
0,1,ID_G5XOJSPP,X9GR,10:20:30.456198,1,12,27
0,0,ID_6ZV38UEI,X9GR,08:38:06.504695,1,2,4
1,0,ID_UWELNZ41,X9GR,00:01:41.923082,1,2,22
1,0,ID_IXT2UEKJ,X9GR,20:47:57.376173,1,12,25
0,0,ID_OMO72Y9B,X9GR,14:27:20.931221,1,1,1
0,0,ID_SJD8B05K,X9GR,10:07:31.060577,1,12,27
0,0,ID_OJ2T55DP,X9GR,17:21:29.927779,1,12,26
0,0,ID_QK3NRRV1,X9GR,21:34:04.376136,1,12,18
0,0,ID_7LB4350W,X9GR,09:18:12.738258,1,12,28
0,0,ID_2PPOCVL2,X9GR,08:38:44.949029,1,12,26
1,1,ID_P4SR71JD,X9GR,20:09:03.867260,1,1,3
0,0,ID_1IXLFBL0,X9GR,11:27:09.917478,1,12,3
0,0,ID_FK2LIFC3,X9GR,13:10:12.859936,1,12,13
0,0,ID_9N9PKX0T,X9GR,09:43:29.023633,1,12,27
1,0,ID_6NWT2NGR,X9GR,11:19:07.083065,1,12,28
0,1,ID_7Q8ED57K,X9GR,10:15:21.053056,1,12,13
1,0,ID_4DS3ZDJ2,X9GR,12:22:22.511051,1,12,27
0,0,ID_Q8VEFBEI,X9GR,10:59:08.137450,1,12,27
1,0,ID_FT9I8T0Q,X9GR,17:30:43.464918,1,12,28
0,0,ID_C5M47596,X9GR,13:54:21.220309,1,1,2
0,0,ID_WLFH3INW,X9GR,12:12:41.972442,1,12,26
0,0,ID_4TYK262Z,X9GR,10:47:07.459243,1,12,28
0,0,ID_1VGQ3MN0,X9GR,10:19:20.949540,1,11,29
0,0,ID_RR5FJVY6,X9GR,22:12:07.593286,1,1,1
0,1,ID_G3L0QVP3,X9GR,19:19:14.984888,1,12,25
0,0,ID_98KP92NY,X9GR,13:14:10.583190,1,12,27
0,1,ID_LU7A9OQV,X9GR,09:47:23.509674,1,1,10
0,0,ID_HLBCGUIA,X9GR,10:34:43.583722,1,1,29
0,0,ID_J02LSAUY,X9GR,14:26:52.204782,1,12,13
1,0,ID_7OWT3WQR,X9GR,16:02:03.360356,1,1,22
1,0,ID_RZPQWNK7,X9GR,12:19:09.558108,1,12,27
0,1,ID_MKQE0KP2,X9GR,16:07:50.210085,1,1,1
0,0,ID_RQEQ74SK,X9GR,13:07:51.224106,1,12,27
0,0,ID_IKA5CRGM,X9GR,19:20:04.965309,1,1,4
0,1,ID_6QUAHNA4,X9GR,04:45:01.484073,1,1,2
0,0,ID_4VJ4DA7N,X9GR,09:49:03.640806,1,12,27
0,0,ID_RZO9Y3AM,X9GR,13:05:39.625204,1,11,2
0,0,ID_W83B4OTI,X9GR,09:08:11.904447,1,12,27
0,0,ID_OGOMIQYL,X9GR,15:19:55.273221,1,1,17
0,1,ID_PO4VEE9G,X9GR,18:31:13.337465,1,1,7
1,1,ID_L8UBZK66,X9GR,20:13:56.720904,1,1,1
0,0,ID_AC8HAGSZ,X9GR,09:50:35.927389,1,1,7
0,1,ID_XHMLJX4I,X9GR,09:19:23.252792,1,12,20
0,0,ID_IHP00CLO,X9GR,20:13:56.163392,1,3,5
0,0,ID_QIGNV59D,X9GR,12:15:20.532801,1,12,9
0,0,ID_M5L2DYMO,X9GR,20:55:27.069200,1,1,16
0,1,ID_7RZJUUDR,X9GR,16:45:18.117267,1,12,24
0,1,ID_4YQJA1KG,X9GR,20:56:29.014671,1,1,10
0,0,ID_4X7G5ECR,X9GR,11:50:34.928825,1,12,28
0,0,ID_CAF56X8R,X9GR,21:57:04.289107,1,12,12
0,0,ID_IK3TJNB3,X9GR,14:30:57.423412,1,12,13
0,0,ID_NJ68KUX7,X9GR,17:38:09.954005,1,12,29
1,0,ID_7EENN2EE,X9GR,10:54:57.563263,1,5,3
0,1,ID_EQ9TOFQ7,X9GR,10:02:47.152368,1,12,28
0,1,ID_6YUZ885D,X9GR,13:46:35.355291,1,2,23
0,0,ID_FJW9CBC0,X9GR,00:05:41.455976,1,1,23
0,1,ID_6XJFXBS2,X9GR,11:00:47.391491,1,12,27
0,0,ID_8YFNGI0A,X9GR,09:16:10.706069,1,12,20
0,0,ID_KRO2M5WA,X9GR,14:29:12.783726,1,12,13
1,0,ID_8ZTC5Y7X,X9GR,18:24:23.637224,1,1,2
0,1,ID_8YC1N7MA,X9GR,11:15:06.372230,1,1,26
0,1,ID_B73U9DYD,X9GR,09:30:06.374233,1,12,28
0,0,ID_6YZBZT7P,X9GR,11:23:11.214187,1,12,26
1,0,ID_4NFD9IXG,X9GR,09:32:54.769820,1,2,5
0,0,ID_937H9DD6,X9GR,11:39:15.874047,1,2,28
0,0,ID_T9RAQY4T,X9GR,11:08:01.535313,1,12,28
0,0,ID_MV6WB19Q,X9GR,11:40:26.269083,1,1,29
0,1,ID_2O74N45Z,X9GR,15:38:17.980558,1,1,29
0,1,ID_WEQI0DBW,X9GR,12:09:44.398125,1,11,13
0,0,ID_EFVKIS90,X9GR,18:08:51.248192,1,1,2
0,1,ID_ZXZORYZZ,X9GR,15:33:35.946561,1,11,28
0,0,ID_XU6TGXYM,X9GR,12:13:48.865556,1,12,8
0,1,ID_QKHJA5U9,X9GR,23:10:50.952816,1,1,4
0,1,ID_URW75PVV,X9GR,00:08:24.422964,1,1,5
0,0,ID_BAYBWPQJ,X9GR,11:56:52.436620,1,12,14
0,0,ID_7ZC665UM,X9GR,11:46:02.699746,1,12,27
0,0,ID_K4KLF6D6,X9GR,10:20:54.828144,1,1,1
0,0,ID_DMD4QZ5Y,X9GR,12:54:50.981166,1,12,17
1,1,ID_SL91MUUV,X9GR,14:16:21.214052,1,12,28
0,0,ID_G6RCSW1I,X9GR,11:51:33.151847,1,1,3
0,0,ID_PFND37AZ,X9GR,21:34:32.326943,1,1,3
0,0,ID_HKOCBI7Q,X9GR,09:26:32.689683,1,12,20
0,1,ID_011YM9VH,X9GR,22:40:07.588005,1,2,27
1,0,ID_YCIFFCJA,X9GR,14:30:41.952702,1,1,6
0,0,ID_P18V9GRV,X9GR,09:33:58.236157,1,2,4
1,1,ID_Q20AW5IZ,X9GR,21:03:27.103955,1,2,14
0,0,ID_YVWCVHPP,X9GR,12:26:00.217163,1,12,27
0,0,ID_Y8XNHDP8,X9GR,16:22:31.095039,1,2,10
0,0,ID_7J8Z1WEF,X9GR,13:50:14.462609,1,1,13
0,1,ID_OR4UII0V,X9GR,11:21:55.411380,1,1,21
1,0,ID_A8NTB44V,X9GR,09:15:57.755669,1,12,20
0,0,ID_YUJ5Z02R,X9GR,09:12:47.406596,1,12,29
0,1,ID_ATUFE9HU,X9GR,15:50:28.501243,1,1,6
0,0,ID_4KNC0WJL,X9GR,05:37:39.988511,1,12,13
0,0,ID_I9I83IWE,X9GR,14:36:36.735669,1,11,1
0,0,ID_2CDVUS2P,X9GR,09:01:51.901099,1,12,27
0,0,ID_MYXFLFHL,X9GR,10:43:52.621831,1,1,10
0,0,ID_H33TM08C,X9GR,21:43:17.311055,1,12,28
0,0,ID_QNAHJEO2,X9GR,20:35:20.240257,1,12,29
0,0,ID_9VYI04GN,X9GR,23:37:44.798889,1,1,2
0,0,ID_ICY0P0D6,X9GR,03:11:53.065212,1,1,8
1,0,ID_AUS42K2B,X9GR,09:00:44.805312,1,12,11
0,0,ID_XNF37N0A,X9GR,09:18:14.983887,1,12,20
0,0,ID_ZV8F7M7F,X9GR,14:05:31.876387,1,12,30
0,0,ID_YOBN8ZSC,X9GR,13:55:29.808163,1,5,19
0,0,ID_84CWTBAB,X9GR,18:36:19.838645,1,12,12
0,1,ID_7X1ACG6I,X9GR,13:57:54.088568,1,12,20
0,1,ID_V6NN7Q9H,X9GR,09:56:37.877897,1,1,4
0,0,ID_ZQ1V5FIJ,X9GR,17:21:57.032474,1,12,14
0,0,ID_50JC7HOA,X9GR,07:59:52.781123,1,12,14
0,0,ID_4PPD7RPF,X9GR,11:16:57.589157,1,12,30
0,0,ID_M2ADIQ3V,X9GR,05:47:26.676134,1,1,4
0,0,ID_SWQ6FADT,X9GR,11:47:53.422536,1,1,3
0,0,ID_4DBAVTOH,X9GR,10:37:00.673468,1,11,29
0,0,ID_ZBFZ8HXG,X9GR,13:57:30.927288,1,1,2
0,0,ID_LNYO46S8,X9GR,16:47:12.639364,1,12,25
1,0,ID_JL3W16PN,X9GR,11:46:51.819551,1,12,25
0,0,ID_RPGHKEPG,X9GR,07:12:57.333644,1,12,31
0,0,ID_NIO3SZTQ,X9GR,07:27:15.389677,1,1,5
0,1,ID_7ALXKYM8,X9GR,09:00:14.127340,1,12,20
0,0,ID_PMCQEY3V,X9GR,11:49:20.010500,1,12,25
0,0,ID_8IWP417O,X9GR,17:24:13.412706,1,1,1
1,0,ID_CXTU87DE,X9GR,14:59:10.461913,1,12,13
0,0,ID_HNR9Y2EU,X9GR,02:46:43.821192,1,12,24
0,0,ID_JDWVA1KD,X9GR,09:15:11.778372,1,12,27
0,1,ID_WANRNMZ8,X9GR,18:08:47.090793,1,12,26
0,0,ID_L8AJWNB3,X9GR,13:08:28.988161,1,11,29
1,0,ID_FTO6HMXR,X9GR,22:46:51.014166,1,12,12
0,0,ID_XPKIJ9XG,X9GR,14:29:14.990903,1,12,27
1,0,ID_YIDOLJWH,X9GR,21:31:21.837565,1,12,30
0,0,ID_3UW5YNXQ,X9GR,14:17:38.811164,1,12,17
0,0,ID_907MYJCE,X9GR,18:44:18.168569,1,2,24
0,0,ID_MGAS4LER,X9GR,11:09:31.472283,1,3,2
0,0,ID_982J8D9J,X9GR,10:31:11.182118,1,11,29
0,3,ID_OOVHTW88,X9GR,18:18:42.084603,1,2,25
0,0,ID_2DZ2GNKD,X9GR,14:32:42.143052,1,1,29
0,0,ID_DOMN33XX,X9GR,09:33:13.297227,1,12,14
1,0,ID_VQTQLQQB,X9GR,10:42:14.758230,1,12,16
0,1,ID_WYKZNTAI,X9GR,21:26:21.985544,1,12,16
0,0,ID_1WNH3GDU,X9GR,17:24:07.154972,1,3,7
0,0,ID_GWHND6JE,X9GR,08:32:12.730791,1,12,20
0,0,ID_A5H4BPE7,X9GR,11:59:26.416625,1,11,5
0,0,ID_4UQJADM1,X9GR,15:59:13.609995,1,3,2
1,1,ID_A5J9GS59,X9GR,09:44:15.430899,1,12,20
0,0,ID_9UT1EQ33,X9GR,14:25:34.584962,1,12,13
0,0,ID_DTAJT7N7,X9GR,10:03:27.155836,1,12,20
0,0,ID_6LC7MRM9,X9GR,12:04:25.028853,1,12,30
0,0,ID_W1DZOJ6M,X9GR,09:11:27.860430,1,12,20
0,0,ID_0Y14R3ZE,X9GR,08:30:00.269777,1,3,3
0,0,ID_3I6KOG8G,X9GR,19:22:45.061704,1,2,24
0,1,ID_DVBDWC5H,X9GR,09:34:58.796803,1,12,20
0,0,ID_OSVSJVZM,X9GR,13:12:32.239726,1,12,30
0,0,ID_OG2HERJK,X9GR,04:23:46.918053,1,12,28
0,1,ID_VYOAO2CK,X9GR,10:40:30.187225,1,11,29
0,0,ID_07S9C7KP,X9GR,02:09:21.047972,1,1,30
0,0,ID_MW1RUXWJ,X9GR,23:31:37.007550,1,12,17
0,0,ID_CQ23EV8G,X9GR,13:48:51.509333,1,12,28
0,0,ID_WAXRV0FH,X9GR,13:05:34.329309,1,12,29
0,0,ID_6LO9DP81,X9GR,08:31:04.723020,1,2,4
0,0,ID_V3A8P6PX,X9GR,12:07:42.753540,1,3,29
0,1,ID_BKCQQU4C,X9GR,09:15:29.595226,1,12,20
0,1,ID_NFG62F36,X9GR,04:05:12.581505,1,12,26
0,1,ID_BOVTJA1K,X9GR,11:24:54.492800,1,12,27
0,0,ID_Y20V1B15,X9GR,16:37:27.484060,1,2,1
0,0,ID_VSILPK0B,X9GR,19:22:12.384610,1,1,26
1,1,ID_6B4S0LH9,X9GR,17:16:02.879097,1,12,28
1,0,ID_IFPE4M51,X9GR,18:09:18.635708,1,1,8
0,1,ID_H6OTZOMT,X9GR,11:48:13.669633,1,1,8
0,1,ID_JQ1TF37T,X9GR,09:53:37.401818,1,12,27
1,0,ID_L3SE5MXW,X9GR,15:58:35.662269,1,12,27
0,1,ID_OEXO3GL3,X9GR,13:19:06.020838,1,1,4
1,0,ID_VNMIZOGN,X9GR,17:21:15.679718,1,12,11
0,1,ID_H57QURFY,X9GR,16:16:57.741375,1,12,16
0,0,ID_KY6P1G3I,X9GR,07:00:30.978603,1,1,4
0,0,ID_W12LC7MK,X9GR,11:23:36.164350,1,1,3
0,3,ID_2B9JX4T3,X9GR,16:36:16.610835,1,1,3
0,0,ID_DENDXOC7,X9GR,09:14:15.085710,1,12,27
0,0,ID_38PGFSO7,X9GR,14:04:23.040768,1,1,6
0,0,ID_SEV7OJW9,X9GR,11:10:18.609453,1,1,7
1,0,ID_JS542HLV,X9GR,16:42:48.588790,1,3,20
0,0,ID_0HTAPGAJ,X9GR,08:45:26.009706,1,1,28
0,0,ID_G2RXD2A0,X9GR,11:27:22.961889,1,12,27
0,1,ID_6LCGVWI9,X9GR,15:05:43.279351,1,2,29
0,0,ID_LE6RQ3KD,X9GR,04:40:43.600547,1,12,20
0,0,ID_UVVXLD8M,X9GR,10:08:48.376871,1,1,1
0,0,ID_N649U4GB,X9GR,10:25:20.380600,1,12,27
0,0,ID_P0LK4TA3,X9GR,10:04:51.705591,1,12,28
1,0,ID_DE7VH7T1,X9GR,17:38:35.903552,1,12,15
1,0,ID_JFY7O4KS,X9GR,09:55:53.659867,1,1,8
0,0,ID_SPHAHZWH,X9GR,07:26:53.784713,1,12,27
0,1,ID_N4QA078X,X9GR,04:11:53.417021,1,1,20
0,0,ID_ZPVRVBKL,X9GR,15:34:11.551644,1,1,23
0,0,ID_HW3M8ZMX,X9GR,03:27:27.833656,1,12,12
0,0,ID_3RSSDLYB,X9GR,09:46:34.515386,1,2,4
1,0,ID_AJ1VQYEJ,X9GR,09:08:17.573234,1,1,1
0,0,ID_TNGVUJBK,X9GR,13:54:10.293115,1,12,28
0,0,ID_K68ODJT5,X9GR,13:03:29.223736,1,5,20
0,1,ID_L60H9PZ0,X9GR,08:20:27.717689,1,11,28
0,0,ID_0L227LM0,X9GR,09:57:03.012943,1,12,27
0,0,ID_QYK3M68W,X9GR,15:43:34.716289,1,1,7
0,0,ID_TFVYFLLA,X9GR,13:54:51.226503,1,1,6
0,0,ID_HMKMMVEY,X9GR,09:32:33.073108,1,12,27
1,0,ID_MFPF1IRT,X9GR,10:27:35.772788,1,12,28
0,0,ID_Y9KOVJSL,X9GR,16:16:48.089260,1,12,28
0,0,ID_XMU8KHMK,X9GR,23:12:28.707879,1,11,28
0,0,ID_7L4IOJBX,X9GR,19:59:10.277283,1,12,6
0,0,ID_EUA9CUDT,X9GR,12:32:14.225337,1,1,6
0,0,ID_RBHJLMKF,X9GR,06:40:50.833957,1,12,21
0,0,ID_C09X6XY7,X9GR,11:04:42.509310,1,12,20
0,0,ID_2U3E6286,X9GR,06:11:43.104839,1,1,20
0,0,ID_V70UZJCL,X9GR,09:18:50.622072,1,12,20
0,0,ID_BR6WUG14,X9GR,13:03:40.814801,1,12,27
0,0,ID_O4O79DMN,X9GR,14:19:46.347312,1,11,2
0,0,ID_IO3SOP8K,X9GR,23:06:16.757986,1,12,30
1,0,ID_HKCVGA8L,X9GR,15:56:23.657105,1,12,29
0,1,ID_E6KLMF6V,X9GR,09:36:28.647057,1,12,13
0,0,ID_WGZXH9TB,X9GR,21:48:23.886225,1,12,13
0,0,ID_FLLMYH3U,X9GR,10:20:04.238985,1,12,27
0,0,ID_30OD9RPW,X9GR,09:07:35.467531,1,3,3
0,0,ID_YVRQ23PU,X9GR,21:16:00.514723,1,1,6
0,0,ID_XCK5915A,X9GR,10:40:05.637668,1,11,12
0,0,ID_8PHENYVW,X9GR,15:21:23.765531,1,1,6
0,0,ID_9M1QH568,X9GR,09:18:10.280176,1,12,20
0,0,ID_O1LBVDH8,X9GR,15:55:36.477797,1,1,3
0,1,ID_6ZBAEBN9,X9GR,14:17:45.641474,1,1,6
0,0,ID_K94U2OLF,X9GR,09:16:25.801212,1,12,20
1,1,ID_WJOTXUOP,X9GR,21:07:50.039521,1,3,1
0,0,ID_MKGVTJ5X,X9GR,14:16:12.604139,1,1,16
0,0,ID_H1ZJY8D0,X9GR,01:34:49.604830,1,1,19
0,1,ID_YF3FA58P,X9GR,10:33:42.848590,1,12,27
0,1,ID_S2LIW1JL,X9GR,14:37:26.246286,1,1,7
0,0,ID_BGGNN2E3,X9GR,12:45:10.196501,1,12,7
0,1,ID_LG28FBD9,X9GR,13:27:51.681440,1,11,22
1,0,ID_J6K84F0X,X9GR,21:19:38.537024,1,5,26
0,0,ID_C25JXN3Z,X9GR,04:34:49.738910,1,2,28
1,0,ID_KQ9JASCD,X9GR,11:49:07.470739,1,12,25
0,0,ID_0FFAN7II,X9GR,09:41:49.908959,1,1,1
0,1,ID_R2MT64OS,X9GR,11:09:25.278832,1,12,27
0,0,ID_G7VJ2FPX,X9GR,02:32:59.140582,1,2,15
0,0,ID_EAL006TP,X9GR,22:44:34.247524,1,1,20
1,0,ID_SOSYQMR1,X9GR,02:12:37.966706,1,4,24
1,0,ID_GMMKWNK4,X9GR,13:42:10.088699,1,12,27
0,0,ID_7JX01XBE,X9GR,10:54:00.013299,1,11,29
0,0,ID_VLYCKMZV,X9GR,11:35:32.062067,1,12,27
0,0,ID_3RGT2P30,X9GR,11:27:31.756793,1,3,3
0,0,ID_WTMONPTK,X9GR,11:46:54.492000,1,12,20
0,1,ID_7ZD233CM,X9GR,13:33:03.039832,1,12,6
1,0,ID_E17DNGIV,X9GR,00:53:28.744502,1,12,11
0,0,ID_TKNDJFNK,X9GR,08:58:34.084667,1,3,3
0,0,ID_LOJ0AMQE,X9GR,13:54:18.897888,1,3,3
1,0,ID_2P6U2AFY,X9GR,12:42:52.776176,1,12,28
0,0,ID_NMXYTON4,X9GR,14:26:05.784561,1,12,13
1,0,ID_3GA4BHCC,X9GR,19:12:11.050942,1,3,3
0,0,ID_I1URD2JS,X9GR,18:44:01.805585,1,3,18
1,1,ID_PROILWVY,X9GR,14:37:01.206891,1,12,25
1,0,ID_92HALR2A,X9GR,07:18:56.158647,1,12,29
1,0,ID_KJAZHOCO,X9GR,11:00:41.983963,1,12,27
1,0,ID_3YX1PGJ1,X9GR,19:52:12.916533,1,12,26
1,1,ID_SNMDD5L5,X9GR,09:26:47.446871,1,12,20
1,0,ID_PPVLFDL9,X9GR,03:17:20.741861,1,1,2
0,0,ID_URBBKVJT,X9GR,12:07:14.278154,1,12,27
1,0,ID_86CVTGTO,X9GR,23:54:00.830583,1,1,12
1,1,ID_Z241MLG0,X9GR,14:37:40.872561,1,12,27
1,0,ID_KF4PI76O,X9GR,22:15:22.571954,1,12,29
1,0,ID_ZH2JCN29,X9GR,21:38:41.375186,1,11,10
1,0,ID_IAUY2U34,X9GR,22:01:40.691811,1,11,29
1,0,ID_MKS48U4O,X9GR,18:58:53.721511,1,12,28
1,0,ID_5FNLWIOD,X9GR,09:45:30.566359,1,2,11
0,0,ID_40SDC6LA,X9GR,06:53:51.202825,1,1,4
0,0,ID_KPP36L30,X9GR,13:16:55.645686,1,11,23
0,0,ID_4R8BTZZT,X9GR,06:07:19.343465,1,1,5
0,1,ID_HB4HOMO3,X9GR,20:31:17.083307,1,12,30
0,0,ID_ZYVA36JR,X9GR,01:58:33.323116,1,1,24
0,0,ID_IG4F8BM9,X9GR,12:27:56.342815,1,12,27
0,0,ID_EG3QPVOA,X9GR,11:48:49.899237,1,1,24
0,0,ID_VYTKY4RY,X9GR,21:57:56.394874,1,1,23
0,0,ID_2EIVAHU0,X9GR,17:30:02.748972,1,4,15
0,1,ID_B7PEARDB,X9GR,16:21:05.583171,1,12,27
1,0,ID_NXCI5XM9,X9GR,09:40:46.668264,1,2,1
0,0,ID_LD1LKYSG,X9GR,00:30:44.279941,1,12,14
1,0,ID_NY66FV9F,X9GR,08:58:29.371833,1,3,9
0,0,ID_P8F4P741,X9GR,10:46:37.832064,1,12,20
0,1,ID_VM52XFAA,X9GR,11:19:15.935832,1,1,5
0,0,ID_XXHKC6A1,X9GR,11:31:21.957794,1,12,27
0,0,ID_6R8EAWZX,X9GR,09:17:15.569262,1,12,20
0,0,ID_4PKSB8DI,X9GR,14:06:35.210446,1,11,8
1,0,ID_DGGUPI36,X9GR,13:24:46.132001,1,11,2
0,0,ID_9SD4IK8F,X9GR,23:30:19.396445,1,12,27
1,0,ID_WBV0PKZZ,X9GR,12:45:33.017886,1,2,11
1,0,ID_KBX3Y4LK,X9GR,11:19:45.365569,1,3,6
1,0,ID_2C4TWQZU,X9GR,17:15:28.253096,1,11,23
0,0,ID_KNKV8AKO,X9GR,11:42:16.955108,1,1,24
0,0,ID_4ETS8CUF,X9GR,09:25:59.888873,1,12,27
1,0,ID_Q1Y82LNW,X9GR,04:54:33.349688,1,1,6
0,0,ID_06GAGXXT,X9GR,11:09:26.348606,1,12,27
1,0,ID_WSP74LC3,X9GR,11:04:21.767164,1,12,19
0,0,ID_A4AYQ398,X9GR,09:43:24.571351,1,5,5
0,0,ID_KSFS663N,X9GR,16:16:36.648569,1,1,29
0,0,ID_93WPL748,X9GR,18:32:02.566528,1,3,2
1,0,ID_P1TMAJQT,X9GR,08:40:41.161980,1,12,28
0,1,ID_9PC08XPE,X9GR,13:12:29.631423,1,12,27
0,0,ID_K3G62B35,X9GR,13:04:57.472156,1,12,26
1,0,ID_PANFDU5H,X9GR,16:20:15.760165,1,4,24
0,1,ID_BCI1855Z,X9GR,10:48:24.136144,1,1,1
0,0,ID_V6XLTUZW,X9GR,13:47:09.705422,1,12,27
0,0,ID_LKJ7SLFE,X9GR,00:36:47.827577,1,1,3
1,0,ID_Z5Q58ZGP,X9GR,14:19:01.153615,1,2,29
0,1,ID_XTEGR72A,X9GR,19:33:53.117955,1,4,23
0,0,ID_UZ2DRLHA,X9GR,14:30:04.106048,1,2,4
0,0,ID_5EG5WCTF,X9GR,13:13:44.437345,1,1,6
0,0,ID_8MWR48TY,X9GR,13:14:04.608211,1,11,8
0,0,ID_D409QIYT,X9GR,23:07:15.226125,1,3,1
0,0,ID_51CP8DP2,X9GR,16:32:12.225450,1,12,27
0,1,ID_GYLK06DW,X9GR,08:56:58.572256,1,11,12
0,1,ID_FPTP8CNC,X9GR,08:06:02.328157,1,1,9
0,0,ID_OMP6MOQ0,X9GR,10:56:22.428593,1,12,27
0,1,ID_XNFPA4P7,X9GR,23:47:58.389603,1,1,18
1,0,ID_VGMM0EYL,X9GR,22:30:22.295810,1,2,28
0,0,ID_F3GFKMSU,X9GR,11:00:58.105677,1,12,27
0,0,ID_K4XYHYEP,X9GR,09:35:42.226180,1,12,20
0,0,ID_72NY9RNM,X9GR,17:08:10.491126,1,2,31
0,0,ID_RD4GM116,X9GR,22:03:25.919050,1,12,27
0,0,ID_R3K9QHBO,X9GR,10:32:39.787610,1,12,27
1,0,ID_ELUUMCJH,X9GR,12:24:40.626509,1,1,6
1,0,ID_0KKSMHYC,X9GR,14:15:11.895369,1,5,10
0,0,ID_E8SYLOWI,X9GR,09:25:47.218746,1,12,20
0,1,ID_1DE81XIB,X9GR,18:34:07.616395,1,11,24
0,0,ID_RDOQ83RU,X9GR,19:07:56.644558,1,11,29
0,0,ID_4GG3H8FN,X9GR,14:26:50.019154,1,12,13
0,0,ID_Q2SU4NW1,X9GR,12:08:52.217776,1,12,26
0,0,ID_SS9PLC0Q,X9GR,09:17:03.024103,1,12,20
0,0,ID_CMERW2XQ,X9GR,09:33:22.850460,1,12,27
