Disc_ID,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_X5PLV5,ID_OAT2Z0FH,15:20:58.814069,1,1,7
ID_X5PLV5,ID_OAT2Z0FH,15:18:19.542011,1,1,7
ID_EY4LOW,ID_OAT2Z0FH,21:13:58.765493,1,1,3
ID_VMAW54,ID_OAT2Z0FH,15:14:15.416093,1,1,7
ID_GCOB3J,ID_AC8HAGSZ,13:05:14.351521,1,1,15
ID_GWZR2P,ID_AC8HAGSZ,14:14:33.247677,1,1,15
ID_2FV7GY,ID_AC8HAGSZ,13:08:25.593290,1,1,15
ID_EY4LOW,ID_AC8HAGSZ,14:17:13.488213,1,1,15
ID_LZETUI,ID_AC8HAGSZ,14:13:44.890209,1,1,15
ID_J2D0N2,ID_AC8HAGSZ,13:10:04.103182,1,1,15
ID_RAFDGN,ID_AC8HAGSZ,13:11:46.415231,1,1,15
ID_AZ1OX9,ID_AC8HAGSZ,13:07:04.193627,1,1,15
ID_LC5LJX,ID_AC8HAGSZ,14:12:42.507750,1,1,15
ID_UI3DQF,ID_AC8HAGSZ,13:10:42.271550,1,1,15
ID_183IIQ,ID_AC8HAGSZ,13:11:16.205271,1,1,15
ID_GCOB3J,ID_A47F76VX,16:43:00.098733,1,1,7
ID_GWZR2P,ID_A47F76VX,16:36:25.621824,1,1,7
ID_EY4LOW,ID_A47F76VX,16:37:52.214826,1,1,7
ID_O52TU4,ID_A47F76VX,11:39:02.565151,1,1,9
ID_LC5LJX,ID_A47F76VX,11:38:27.304854,1,1,9
ID_06XNM5,ID_A47F76VX,16:40:49.679154,1,1,7
ID_183IIQ,ID_A47F76VX,08:11:41.319776,1,1,14
ID_WXIWC8,ID_A47F76VX,15:24:22.631439,1,1,21
ID_GCOB3J,ID_TRKNIRH1,17:49:49.673854,1,1,17
ID_2WS956,ID_TRKNIRH1,17:08:00.644414,1,1,17
ID_J2D0N2,ID_TRKNIRH1,13:03:54.953610,1,1,17
ID_AZ1OX9,ID_TRKNIRH1,17:34:55.943886,1,1,5
ID_GCOB3J,ID_SD1IV0P4,14:20:02.048703,1,1,9
ID_LZETUI,ID_SD1IV0P4,12:34:46.084565,1,1,9
ID_VMAW54,ID_SD1IV0P4,16:22:02.624547,1,1,7
ID_LC5LJX,ID_SD1IV0P4,11:13:27.211661,1,1,9
ID_06XNM5,ID_SD1IV0P4,12:42:53.020128,1,1,9
ID_GCOB3J,ID_OHF9F964,20:28:38.237708,1,1,7
ID_GWZR2P,ID_OHF9F964,20:29:04.781395,1,1,7
ID_8S1OVP,ID_OHF9F964,11:41:39.998690,1,1,25
ID_AZ1OX9,ID_OHF9F964,02:18:38.395594,1,1,6
ID_GCOB3J,ID_WIQA14K5,21:04:41.193983,1,1,7
ID_GWZR2P,ID_WIQA14K5,21:20:26.600926,1,1,7
ID_GCOB3J,ID_EPP97AH1,00:05:56.124812,1,1,8
ID_GWZR2P,ID_EPP97AH1,00:06:12.234213,1,1,8
ID_VIH0CB,ID_EPP97AH1,11:40:10.893001,1,1,25
ID_8S1OVP,ID_EPP97AH1,11:41:27.088444,1,1,25
ID_RAFDGN,ID_EPP97AH1,17:21:19.248188,1,1,11
ID_4PVVT3,ID_EPP97AH1,17:17:47.888737,1,1,11
ID_GWZR2P,ID_XHMLJX4I,08:19:57.400850,1,1,9
ID_GWZR2P,ID_XHMLJX4I,08:19:38.888343,1,1,9
ID_O52TU4,ID_XHMLJX4I,08:21:12.757098,1,1,9
ID_GWZR2P,ID_VQTQLQQB,09:01:22.616764,1,1,9
ID_2WS956,ID_VQTQLQQB,08:39:00.995187,1,1,9
ID_IRT1AX,ID_VQTQLQQB,11:17:51.158171,1,1,25
ID_LZETUI,ID_VQTQLQQB,08:39:32.097711,1,1,9
ID_O52TU4,ID_VQTQLQQB,08:38:47.961371,1,1,9
ID_GWZR2P,ID_TQM9E72F,17:04:17.551794,1,1,7
ID_GWZR2P,ID_TQM9E72F,17:05:21.221884,1,1,7
ID_VMAW54,ID_TQM9E72F,13:50:26.519319,1,1,7
ID_XCC6W4,ID_TQM9E72F,21:22:36.504694,1,1,5
ID_4PVVT3,ID_TQM9E72F,20:08:36.947369,1,1,11
ID_183IIQ,ID_TQM9E72F,07:19:03.127284,1,1,14
ID_0H4NG2,ID_TQM9E72F,17:24:22.746844,1,1,1
ID_0H4NG2,ID_TQM9E72F,17:22:40.657983,1,1,1
ID_GWZR2P,ID_MDMNDVNF,17:04:27.834356,1,1,7
ID_GWZR2P,ID_UPB47BLL,17:08:30.010734,1,1,7
ID_2WS956,ID_UPB47BLL,10:30:24.835888,1,1,9
ID_2FV7GY,ID_UPB47BLL,12:52:45.129685,1,1,1
ID_EY4LOW,ID_UPB47BLL,13:47:11.086669,1,1,7
ID_VMAW54,ID_UPB47BLL,13:56:55.287683,1,1,7
ID_O52TU4,ID_UPB47BLL,10:29:21.336571,1,1,9
ID_O52TU4,ID_UPB47BLL,12:57:35.809671,1,1,9
ID_VIH0CB,ID_UPB47BLL,16:32:19.323816,1,1,24
ID_LC5LJX,ID_UPB47BLL,12:53:45.851203,1,1,9
ID_183IIQ,ID_UPB47BLL,07:40:52.210103,1,1,14
ID_GWZR2P,ID_TKS7NQ48,13:40:04.284413,1,1,21
ID_OEPBI2,ID_TKS7NQ48,17:01:58.928898,1,1,21
ID_EY4LOW,ID_TKS7NQ48,14:18:11.757033,1,1,21
ID_VMAW54,ID_TKS7NQ48,15:04:07.103469,1,1,21
ID_VIH0CB,ID_TKS7NQ48,16:27:29.793375,1,1,24
ID_LC5LJX,ID_TKS7NQ48,14:13:04.923578,1,1,21
ID_06XNM5,ID_TKS7NQ48,13:07:31.546834,1,1,21
ID_WXIWC8,ID_TKS7NQ48,15:01:36.998123,1,1,21
ID_WXIWC8,ID_TKS7NQ48,15:08:53.777528,1,1,21
ID_WXIWC8,ID_TKS7NQ48,16:52:44.866646,1,1,21
ID_WXIWC8,ID_TKS7NQ48,16:59:52.803101,1,1,21
ID_GWZR2P,ID_4DS3ZDJ2,18:19:18.495332,1,1,7
ID_2WS956,ID_4DS3ZDJ2,09:00:26.671915,1,1,9
ID_IRT1AX,ID_4DS3ZDJ2,10:11:27.521179,1,1,23
ID_VMAW54,ID_4DS3ZDJ2,18:20:24.890261,1,1,7
ID_O52TU4,ID_4DS3ZDJ2,08:59:33.938676,1,1,9
ID_LC5LJX,ID_4DS3ZDJ2,10:57:36.266657,1,1,9
ID_HQOJBS,ID_4DS3ZDJ2,10:13:10.790108,1,1,23
ID_X3K36G,ID_4DS3ZDJ2,10:12:18.636210,1,1,23
ID_GWZR2P,ID_BE45JKBG,13:20:46.248797,1,1,9
ID_EY4LOW,ID_BE45JKBG,13:28:22.095090,1,1,9
ID_O52TU4,ID_BE45JKBG,13:45:52.771504,1,1,9
ID_GWZR2P,ID_X4BO0YND,20:00:37.485626,1,1,7
ID_2WS956,ID_X4BO0YND,07:03:07.660748,1,1,9
ID_IRT1AX,ID_X4BO0YND,13:45:55.139688,1,1,23
ID_EY4LOW,ID_X4BO0YND,22:22:54.001923,1,1,3
ID_VMAW54,ID_X4BO0YND,13:51:59.677713,1,1,7
ID_AZ1OX9,ID_X4BO0YND,22:26:09.466177,1,1,3
ID_5EFKFF,ID_8TR2N13Q,06:29:55.154458,1,1,11
ID_5EFKFF,ID_N5T4H4U2,19:20:42.335154,1,1,15
ID_5EFKFF,ID_SLSAWSP7,20:50:15.415907,1,1,15
ID_5EFKFF,ID_MIWOBU0G,16:43:18.668169,1,2,20
ID_2WS956,ID_1IZ0GTAH,12:24:02.991277,1,1,17
ID_EY4LOW,ID_1IZ0GTAH,21:15:42.186752,1,1,3
ID_AZ1OX9,ID_1IZ0GTAH,13:59:29.984685,1,1,1
ID_2WS956,ID_W79CZ46B,16:31:53.302996,1,1,13
ID_RAFDGN,ID_W79CZ46B,16:31:47.248758,1,1,13
ID_AZ1OX9,ID_W79CZ46B,16:32:04.726379,1,1,13
ID_2WS956,ID_P916FDBR,16:26:19.375296,1,1,17
ID_J2D0N2,ID_P916FDBR,16:24:56.768270,1,1,17
ID_UI3DQF,ID_P916FDBR,16:25:27.552569,1,1,17
ID_2WS956,ID_CRRNZ62V,11:50:28.327435,1,1,11
ID_RAFDGN,ID_CRRNZ62V,11:26:05.136668,1,1,11
ID_LC5LJX,ID_CRRNZ62V,11:26:21.411912,1,1,11
ID_2WS956,ID_XVDCDH50,22:20:57.765568,1,1,23
ID_EY4LOW,ID_XVDCDH50,22:23:39.380553,1,1,23
ID_VMAW54,ID_XVDCDH50,23:24:53.367161,1,1,23
ID_2WS956,ID_5F9NZW6M,22:40:53.205806,1,1,19
ID_J2D0N2,ID_5F9NZW6M,20:33:17.237284,1,1,17
ID_J2D0N2,ID_5F9NZW6M,20:36:29.011888,1,1,17
ID_VKQCEJ,ID_5F9NZW6M,13:02:26.723449,1,1,24
ID_VKQCEJ,ID_5F9NZW6M,13:09:41.954861,1,1,24
ID_OEPBI2,ID_AQIBV924,17:01:34.495882,1,1,21
ID_N2R95F,ID_AQIBV924,17:04:53.687012,1,1,21
ID_IRT1AX,ID_MVWRQYKA,10:00:20.288243,1,1,23
ID_IRT1AX,ID_UMCUVYUV,11:30:05.654597,1,1,23
ID_IRT1AX,ID_D3UVPXOX,21:32:28.796500,1,1,23
ID_IRT1AX,ID_G8MVM42E,11:30:05.218309,1,1,26
ID_VIH0CB,ID_G8MVM42E,11:21:07.104734,1,1,26
ID_8S1OVP,ID_G8MVM42E,11:21:28.521102,1,1,26
ID_UI3DQF,ID_G8MVM42E,11:31:41.006348,1,1,26
ID_UKA4SO,ID_G8MVM42E,14:17:12.801487,1,12,28
ID_WXIWC8,ID_G8MVM42E,11:31:20.260563,1,1,26
ID_IRT1AX,ID_RIRPY9XW,12:10:11.457846,1,1,26
ID_O52TU4,ID_RIRPY9XW,09:10:17.807631,1,1,9
ID_8S1OVP,ID_RIRPY9XW,12:10:01.676310,1,1,26
ID_IRT1AX,ID_86CVTGTO,13:07:09.027607,1,1,26
ID_VIH0CB,ID_86CVTGTO,13:10:29.732143,1,1,26
ID_8S1OVP,ID_86CVTGTO,13:06:50.669703,1,1,26
ID_RAFDGN,ID_86CVTGTO,13:08:34.040388,1,1,26
ID_HQOJBS,ID_86CVTGTO,13:11:17.011857,1,1,26
ID_X3K36G,ID_86CVTGTO,13:10:55.330518,1,1,26
ID_IRT1AX,ID_7Q8ED57K,13:41:13.007252,1,1,25
ID_8S1OVP,ID_7Q8ED57K,13:40:05.205516,1,1,25
ID_LC5LJX,ID_7Q8ED57K,14:01:15.919561,1,1,9
ID_UI3DQF,ID_7Q8ED57K,18:29:02.005722,1,1,15
ID_4PVVT3,ID_7Q8ED57K,17:15:19.708238,1,1,11
ID_IRT1AX,ID_W942LN7F,12:21:59.726999,1,1,23
ID_KFGQRF,ID_W942LN7F,12:26:08.759717,1,1,23
ID_IRT1AX,ID_FT9I8T0Q,03:15:52.476829,1,1,24
ID_IRT1AX,ID_WPWX9JIA,13:40:24.628450,1,2,16
ID_IRT1AX,ID_T92N5NBN,13:51:56.369053,1,1,23
ID_HQOJBS,ID_T92N5NBN,14:11:24.056885,1,1,23
ID_IRT1AX,ID_QRKEM9KT,13:53:47.479774,1,1,23
ID_2FV7GY,ID_XI26BCDB,12:19:09.677863,1,1,5
ID_AZ1OX9,ID_XI26BCDB,12:18:42.865904,1,1,5
ID_06XNM5,ID_XI26BCDB,12:18:26.222539,1,1,5
ID_2FV7GY,ID_1IXLFBL0,12:15:54.700273,1,1,21
ID_LZETUI,ID_1IXLFBL0,14:17:35.994176,1,1,17
ID_VIH0CB,ID_1IXLFBL0,16:44:10.080315,1,1,24
ID_RAFDGN,ID_1IXLFBL0,12:13:25.598744,1,1,21
ID_183IIQ,ID_1IXLFBL0,12:16:29.828618,1,1,21
ID_2FV7GY,ID_ZELO1E3N,13:16:21.738170,1,1,1
ID_2FV7GY,ID_JAGR33YS,21:29:32.261070,1,1,3
ID_EY4LOW,ID_JAGR33YS,21:31:55.341893,1,1,3
ID_X5PLV5,ID_QKHJA5U9,21:05:19.693496,1,1,5
ID_EY4LOW,ID_29WTP570,13:06:38.522913,1,1,3
ID_EY4LOW,ID_29WTP570,19:33:41.020703,1,1,3
ID_AZ1OX9,ID_29WTP570,15:12:31.094417,1,1,5
ID_EY4LOW,ID_MNUN0Q5A,14:47:57.704191,1,1,3
ID_EY4LOW,ID_2D87FL7J,13:57:00.056863,1,1,3
ID_4PVVT3,ID_2D87FL7J,17:28:27.243733,1,1,11
ID_EY4LOW,ID_LSIU7P17,15:21:47.876925,1,1,3
ID_LC5LJX,ID_LSIU7P17,17:24:23.789335,1,1,17
ID_EY4LOW,ID_WXIO8176,15:27:29.436142,1,1,3
ID_X3K36G,ID_WXIO8176,16:54:30.888350,1,1,24
ID_EY4LOW,ID_BCZJIHNV,20:54:02.451443,1,1,3
ID_EY4LOW,ID_EDOLTBN7,22:49:39.579835,1,1,3
ID_WXIWC8,ID_EDOLTBN7,18:16:38.436559,1,1,21
ID_JFPPYO,ID_0SHLNT1X,12:32:16.584826,1,1,3
ID_JFPPYO,ID_AEPMXYOA,13:15:33.680225,1,1,3
ID_TV9UIV,ID_AEPMXYOA,13:16:07.908911,1,1,3
ID_JFPPYO,ID_6LC7MRM9,14:43:44.598924,1,1,5
ID_EXHMZ5,ID_6LC7MRM9,14:43:27.412579,1,1,5
ID_TV9UIV,ID_6LC7MRM9,14:43:59.589201,1,1,5
ID_JFPPYO,ID_58RN57JT,17:37:30.376923,1,1,5
ID_EXHMZ5,ID_58RN57JT,17:37:15.768859,1,1,5
ID_XCC6W4,ID_58RN57JT,17:50:15.425524,1,1,5
ID_XCC6W4,ID_58RN57JT,18:47:25.127721,1,1,5
ID_XCC6W4,ID_58RN57JT,18:10:15.307066,1,1,5
ID_XCC6W4,ID_58RN57JT,18:40:47.521552,1,1,5
ID_TV9UIV,ID_58RN57JT,17:37:38.912235,1,1,5
ID_JFPPYO,ID_29J8IAHO,15:47:28.494721,1,1,11
ID_EXHMZ5,ID_29J8IAHO,15:46:05.559643,1,1,11
ID_XCC6W4,ID_29J8IAHO,15:45:26.429863,1,1,11
ID_TV9UIV,ID_29J8IAHO,15:47:50.609225,1,1,11
ID_JFPPYO,ID_Y5D6LTDR,13:12:09.098130,1,1,23
ID_TV9UIV,ID_Y5D6LTDR,13:12:29.030793,1,1,23
ID_EEODEA,ID_7AYDNLJE,07:21:09.785343,1,1,9
ID_EEODEA,ID_YINLU546,07:45:16.370457,1,1,9
ID_EEODEA,ID_EC0ZFXWP,09:50:49.452469,1,1,9
ID_E0NHSS,ID_M4UKEVG6,06:19:19.187063,1,1,14
ID_E0NHSS,ID_NGE46H5V,06:32:30.856773,1,2,15
ID_E0NHSS,ID_8ECC89TK,22:38:35.425275,1,1,19
ID_E0NHSS,ID_XTZUCEHB,14:38:32.283676,1,1,23
ID_3XKIOF,ID_CKK2BCMY,13:30:04.912112,1,1,3
ID_VMAW54,ID_K5CNBB1X,13:52:59.356596,1,1,7
ID_VU85LR,ID_K5CNBB1X,05:33:28.463644,1,12,29
ID_VMAW54,ID_QVSCVUXW,18:54:36.055148,1,1,17
ID_4PVVT3,ID_QVSCVUXW,18:53:22.240806,1,1,17
ID_VMAW54,ID_CQ23EV8G,04:11:08.952569,1,1,14
ID_RAFDGN,ID_CQ23EV8G,04:10:31.876264,1,1,14
ID_AZ1OX9,ID_CQ23EV8G,10:51:58.057413,1,1,1
ID_LC5LJX,ID_CQ23EV8G,04:10:39.639913,1,1,14
ID_06XNM5,ID_CQ23EV8G,04:12:08.642788,1,1,14
ID_4PVVT3,ID_CQ23EV8G,04:10:06.110932,1,1,14
ID_VMAW54,ID_R09HV957,19:19:16.308599,1,1,7
ID_VMAW54,ID_0XD46RXY,20:21:00.648852,1,1,7
