Competition ID,Participant Type,Successful Submission Count,User_ID,Created At time,Created At Year,Created At Month,Created At Day_of_month
ID_6IDY,1,count 10,ID_E6HQP9A1,08:43:54.160851,1,1,28
ID_V0FX,1,,ID_E6HQP9A1,06:48:52.888458,1,12,26
ID_2MIC,1,,ID_E6HQP9A1,15:23:00.295648,1,1,27
ID_540G,1,,ID_E6HQP9A1,04:34:43.502523,1,5,17
ID_UB7R,1,,ID_E6HQP9A1,15:23:00.277986,1,1,27
ID_8B8I,1,,ID_E6HQP9A1,15:33:06.441269,1,1,13
ID_WOVD,1,,ID_61VNUXNX,21:38:30.758718,1,12,12
ID_WOVD,1,,ID_6QI9ZLWG,06:51:33.850298,1,11,27
ID_XZ71,1,,ID_KNP0AUX7,12:57:33.715139,1,5,11
ID_20XL,1,,ID_MTPRHW3W,10:40:32.789439,1,1,7
ID_UILN,1,,ID_AFLH4X6D,23:04:41.386809,1,3,23
ID_JRC2,1,,ID_AFLH4X6D,22:52:17.503878,1,3,22
ID_56O8,1,,ID_AFLH4X6D,22:57:24.930926,1,2,16
ID_F7QD,1,,ID_AFLH4X6D,23:02:32.099403,1,3,23
ID_KU2G,1,,ID_AFLH4X6D,22:57:04.628256,1,3,22
ID_YDM3,1,,ID_RNJA2JSF,22:48:20.703880,1,11,27
ID_I9BN,1,,ID_RNJA2JSF,17:01:58.875690,1,3,9
ID_JX23,1,,ID_R48FY71V,21:43:23.117598,1,1,9
ID_Y6FW,1,,ID_R48FY71V,14:54:28.392236,1,1,25
ID_2MIC,1,,ID_R48FY71V,14:53:52.615791,1,1,25
ID_8B8I,1,,ID_R48FY71V,14:51:29.369388,1,1,25
ID_UB7R,1,,ID_R48FY71V,14:53:52.601609,1,1,25
ID_0D02,1,,ID_R48FY71V,14:53:52.584178,1,1,25
ID_64EM,1,,ID_R48FY71V,20:32:52.699831,1,1,2
ID_V0UK,1,count 10,ID_R48FY71V,09:06:50.564285,1,1,16
ID_F7QD,1,,ID_R48FY71V,14:54:28.406389,1,1,25
ID_GR92,1,,ID_R48FY71V,20:33:37.036604,1,1,2
ID_AL6C,1,,ID_R48FY71V,15:34:06.168768,1,12,30
ID_528W,1,count 10,ID_R48FY71V,21:23:28.125456,1,1,9
ID_PDKH,1,,ID_R48FY71V,16:16:59.616883,1,1,2
ID_56O8,1,,ID_R48FY71V,14:52:55.032837,1,1,25
ID_HCST,1,,ID_0CC9II49,07:45:37.762947,1,11,4
ID_BARV,1,,ID_PWHQGZJS,09:36:44.078411,1,3,22
ID_WOVD,1,,ID_0XB7R2RX,06:59:11.431664,1,11,27
ID_PNHR,1,,ID_6Z76OUJZ,06:34:23.290008,1,2,21
ID_WZ0H,1,,ID_0B4QM3RG,20:31:09.471274,1,4,7
ID_KU2G,1,,ID_0B4QM3RG,16:30:14.520714,1,3,16
ID_20XL,1,count 3,ID_0B4QM3RG,03:27:09.928128,1,2,29
ID_XZ71,1,,ID_0B4QM3RG,01:55:21.042602,1,5,19
ID_JRC2,1,count 8,ID_0B4QM3RG,13:13:39.535593,1,3,11
ID_CFN7,1,count 10,ID_0B4QM3RG,06:23:10.628947,1,5,22
ID_20XL,1,count 8,ID_SZY7UVP1,10:46:01.771844,1,1,19
ID_JRC2,1,count 3,ID_SZY7UVP1,07:59:34.833416,1,2,28
ID_56O8,1,count 3,ID_SZY7UVP1,06:50:50.174575,1,2,4
ID_6E1C,1,,ID_F3H14MQ7,07:27:46.174641,1,12,30
ID_540G,1,,ID_F3H14MQ7,11:33:17.809243,1,3,3
ID_528W,1,,ID_F3H14MQ7,06:41:08.542739,1,12,30
ID_BARV,1,,ID_F3H14MQ7,05:11:11.641888,1,4,26
ID_Y1UE,1,,ID_F3H14MQ7,05:11:11.619859,1,4,26
ID_F7QD,1,count 10,ID_F3H14MQ7,15:43:14.164868,1,3,2
ID_D3SA,1,,ID_1XVA2H4C,21:32:56.203753,1,4,11
ID_6E1C,1,,ID_1XVA2H4C,21:32:56.226594,1,4,11
ID_XDNX,1,,ID_BQA93CMC,11:18:30.957957,1,3,24
ID_WZ0H,1,,ID_BQA93CMC,15:19:29.794186,1,5,22
ID_L9R0,1,,ID_BQA93CMC,13:17:28.319702,1,5,21
ID_56O8,1,,ID_BQA93CMC,10:01:24.973092,1,2,13
ID_2MIC,1,,ID_BQA93CMC,08:16:15.679745,1,3,24
ID_51ZG,1,,ID_GRK0PY5B,15:21:05.074311,1,4,28
ID_528W,1,,ID_GRK0PY5B,11:53:03.647811,1,12,27
ID_L9R0,1,,ID_GRK0PY5B,18:52:22.902923,1,5,14
ID_F7QD,1,count 10,ID_GRK0PY5B,15:21:19.221429,1,4,28
ID_HGJN,1,count 10,ID_8724I88T,11:48:51.127230,1,2,27
ID_7CF2,1,,ID_YKMC66T8,15:48:26.613486,1,2,12
ID_45W9,1,,ID_YKMC66T8,10:29:31.578133,1,2,9
ID_8BH9,1,,ID_KOFM2RXB,14:35:05.101429,1,5,13
ID_XGAO,1,,ID_454IHG1I,18:21:17.825836,1,3,6
ID_HGJN,1,,ID_454IHG1I,18:18:11.604602,1,3,6
ID_M3G0,1,,ID_454IHG1I,22:07:13.218879,1,3,9
ID_IVH9,1,,ID_454IHG1I,18:15:04.415061,1,3,6
ID_20XL,1,,ID_454IHG1I,22:05:49.786836,1,3,9
ID_6E1C,1,,ID_GN6L4QT9,13:23:11.526427,1,5,4
ID_BXIL,1,,ID_GN6L4QT9,13:19:46.730233,1,5,4
ID_WZ0H,1,,ID_GN6L4QT9,13:17:58.015862,1,5,4
ID_7CF2,1,,ID_J4796WLH,16:05:31.562342,1,2,27
ID_WPP3,1,,ID_D5I1M68U,21:15:54.617702,1,4,7
ID_ZN92,1,,ID_D5I1M68U,21:15:54.596519,1,4,7
ID_6IDY,1,,ID_D5I1M68U,21:43:19.694875,1,4,7
ID_20XL,1,,ID_PTD9HH7W,10:19:23.030826,1,2,4
ID_L3EB,1,,ID_OADEWTE1,20:06:08.090251,1,1,3
ID_JRC2,1,,ID_OADEWTE1,07:33:29.283121,1,2,4
ID_20XL,1,,ID_VYNC1S1L,14:03:12.473694,1,1,27
ID_M3G0,1,,ID_VYNC1S1L,04:02:09.030485,1,2,2
ID_WOVD,1,,ID_VYNC1S1L,18:39:42.170852,1,2,7
ID_8B8I,1,,ID_VYNC1S1L,12:42:37.827448,1,2,10
ID_PB3Q,1,,ID_VYNC1S1L,12:41:37.388058,1,2,10
ID_528W,1,,ID_VYNC1S1L,14:02:14.961092,1,1,27
ID_NKJR,1,,ID_VYNC1S1L,18:50:01.484068,1,2,22
ID_F7QD,1,count 10,ID_VYNC1S1L,05:37:53.015324,1,2,7
ID_IVH9,1,,ID_VYNC1S1L,18:50:01.497105,1,2,22
ID_2MIC,1,,ID_VYNC1S1L,01:30:07.738639,1,1,28
ID_VGMZ,1,,ID_VYNC1S1L,01:40:37.814591,1,3,3
ID_51ZG,1,,ID_VYNC1S1L,03:15:58.701122,1,3,3
ID_PJZC,1,,ID_VYNC1S1L,16:59:42.260831,1,2,6
ID_PDKH,1,,ID_VYNC1S1L,16:57:49.288296,1,2,6
ID_UB7R,1,,ID_VYNC1S1L,01:30:07.721972,1,1,28
ID_WZ0H,1,,ID_OEARMPEW,07:00:26.207477,1,5,7
ID_XZ71,1,,ID_OEARMPEW,06:59:46.196808,1,5,7
ID_PDKH,1,count 10,ID_ZHR6NCSJ,16:57:29.356434,1,12,18
ID_GR92,1,,ID_ZHR6NCSJ,18:42:00.770876,1,12,28
ID_64EM,1,,ID_ZHR6NCSJ,15:12:37.514725,1,1,4
ID_I9BN,1,count 9,ID_ZHR6NCSJ,23:48:16.080623,1,12,18
ID_XDNX,1,count 10,ID_ZHR6NCSJ,21:19:58.754796,1,12,30
ID_JRC2,1,,ID_ZHR6NCSJ,23:03:11.374571,1,1,7
ID_51ZG,1,,ID_ZHR6NCSJ,21:38:06.603930,1,12,30
ID_KU2G,1,,ID_01BEG5HQ,09:27:48.972424,1,3,22
ID_PJZC,1,,ID_01BEG5HQ,07:47:48.785788,1,3,23
ID_NKJR,1,,ID_0DB41K6U,06:44:00.862402,1,1,11
ID_540G,1,,ID_0DB41K6U,10:35:59.084119,1,12,20
ID_IVH9,1,,ID_0DB41K6U,06:44:00.880209,1,1,11
ID_PDKH,1,count 10,ID_PQUS7VW7,09:50:40.267476,1,12,13
ID_I9BN,1,count 10,ID_PQUS7VW7,13:25:18.274525,1,1,30
ID_MN35,1,,ID_YQ8VI3OB,09:49:36.460902,1,12,25
ID_G5IQ,1,,ID_QJZYB15B,20:14:54.856188,1,5,12
ID_BXIL,1,,ID_2TA1YUDJ,10:33:20.964291,1,4,15
ID_YCUK,1,,ID_2TA1YUDJ,11:29:25.792589,1,4,29
ID_YDM3,1,,ID_V1DDJR74,12:58:18.938699,1,11,24
ID_540G,1,,ID_V1DDJR74,13:16:32.096263,1,11,24
ID_PDKH,1,,ID_0KA7OG2P,11:33:30.298611,1,1,14
ID_JRC2,1,,ID_0KA7OG2P,11:32:36.085543,1,1,14
ID_20XL,1,,ID_0KA7OG2P,11:31:01.578381,1,1,14
ID_PDKH,1,,ID_JNZQMMX0,15:38:38.085743,1,12,26
ID_AS79,1,count 10,ID_JNZQMMX0,09:36:01.885105,1,12,20
ID_528W,1,count 10,ID_JNZQMMX0,12:34:10.240429,1,12,27
ID_PDKH,1,,ID_982J8D9J,13:42:08.326872,1,11,29
ID_YDM3,1,,ID_982J8D9J,13:37:11.057728,1,11,29
ID_WOVD,1,,ID_982J8D9J,10:43:18.321383,1,11,29
ID_IQLI,1,,ID_3GVBNS1Y,12:22:02.792712,1,2,11
ID_1DWD,1,,ID_3GVBNS1Y,12:24:36.735525,1,2,11
ID_8SHD,1,,ID_3GVBNS1Y,12:28:38.865564,1,2,11
ID_JRC2,1,,ID_3GVBNS1Y,12:23:36.218741,1,2,5
ID_CYEF,1,,ID_3GVBNS1Y,09:26:22.351393,1,5,8
ID_CFN7,1,,ID_3GVBNS1Y,12:26:53.670774,1,5,18
ID_8BH9,1,,ID_3GVBNS1Y,09:22:48.681704,1,5,8
ID_540G,1,,ID_3GVBNS1Y,15:46:37.388842,1,5,21
ID_56O8,1,count 6,ID_3GVBNS1Y,13:42:27.730039,1,2,6
ID_20XL,1,,ID_3GVBNS1Y,12:31:58.356172,1,2,5
ID_20XL,1,,ID_ROIJKC0T,08:22:51.801886,1,3,16
ID_XZ71,1,,ID_ROIJKC0T,15:32:34.767367,1,4,28
ID_I9BN,1,count 8,ID_ROIJKC0T,14:53:32.343512,1,3,7
ID_HCN1,1,,ID_ROIJKC0T,13:43:48.192636,1,5,10
ID_JRC2,1,,ID_ROIJKC0T,08:33:46.254019,1,3,27
ID_WZ0H,1,count 3,ID_ROIJKC0T,07:58:58.151548,1,4,8
ID_L9R0,1,,ID_I1URD2JS,13:56:58.251669,1,5,12
ID_JRC2,1,count 10,ID_I1URD2JS,18:51:18.372931,1,3,18
ID_XZ71,1,,ID_I1URD2JS,14:20:20.680526,1,4,28
ID_V0FX,1,,ID_I1URD2JS,16:59:27.908202,1,4,30
ID_UILN,1,,ID_I1URD2JS,12:54:13.484597,1,5,3
ID_KU2G,1,count 10,ID_I1URD2JS,11:47:59.087173,1,4,21
ID_BXIL,1,count 10,ID_I1URD2JS,09:58:43.153617,1,3,30
ID_WZ0H,1,,ID_I1URD2JS,11:39:22.399390,1,4,21
ID_CFN7,1,,ID_I1URD2JS,13:27:45.135929,1,5,18
ID_528W,1,,ID_JFV79U93,11:42:15.915990,1,12,27
ID_540G,1,count 10,ID_ET1JBCE2,08:12:51.727787,1,5,1
ID_WZ0H,1,,ID_4EU41J6K,09:07:42.331281,1,4,16
ID_BXIL,1,,ID_TYZ3H7K3,16:32:32.114924,1,5,6
ID_PNHR,1,,ID_FTMYL59Z,13:20:08.984626,1,4,3
ID_PH4T,1,,ID_2N6H7X6I,05:37:10.446480,1,12,17
ID_G5IQ,1,,ID_1AHQ2K69,20:17:23.508084,1,4,27
ID_M3G0,1,,ID_1AHQ2K69,20:19:56.700333,1,4,27
ID_PJZC,1,,ID_1AHQ2K69,17:55:17.175504,1,4,27
ID_BXIL,1,,ID_1AHQ2K69,18:33:58.359807,1,4,27
ID_I9BN,1,,ID_1AHQ2K69,18:44:32.364833,1,4,27
ID_PDKH,1,,ID_31QR7QF0,16:03:56.332475,1,2,4
ID_I9BN,1,count 10,ID_31QR7QF0,07:32:24.753110,1,1,29
ID_WZ0H,1,,ID_31QR7QF0,11:28:57.566393,1,5,14
ID_9BU8,1,,ID_WE91SBU5,14:29:01.993015,1,1,8
ID_GVGW,1,,ID_WE91SBU5,15:13:41.491673,1,1,9
ID_AL6C,1,,ID_WCLKM61W,14:27:21.414467,1,5,4
ID_I9BN,1,,ID_WCLKM61W,09:45:33.362232,1,3,10
ID_BXIL,1,,ID_WCLKM61W,06:11:22.682520,1,3,10
ID_3AG0,1,,ID_WCLKM61W,15:12:01.605370,1,3,10
ID_PDKH,1,,ID_WCLKM61W,06:55:25.797135,1,5,4
ID_528W,1,count 10,ID_WKE4ZMZH,09:40:17.074845,1,12,28
ID_PDKH,1,,ID_G23UREIF,08:12:46.092391,1,12,2
ID_IVH9,1,,ID_G23UREIF,21:50:54.863754,1,11,30
ID_WOVD,1,,ID_G23UREIF,14:54:17.453818,1,1,8
ID_JRC2,1,count 10,ID_G23UREIF,08:09:09.538179,1,1,7
ID_G5IQ,1,,ID_G23UREIF,12:13:47.340637,1,4,30
ID_HCN1,1,,ID_G23UREIF,10:09:11.844647,1,5,9
ID_PB3Q,1,,ID_G23UREIF,06:42:23.409646,1,2,30
ID_J883,1,count 10,ID_G23UREIF,13:41:17.519128,1,1,24
ID_64EM,1,,ID_G23UREIF,21:19:18.093024,1,1,2
ID_GR92,1,count 10,ID_G23UREIF,09:20:04.741173,1,12,27
ID_CFN7,1,count 10,ID_G23UREIF,18:18:56.843281,1,5,26
ID_8B8I,1,,ID_G23UREIF,13:53:27.281563,1,1,15
ID_7CF2,1,,ID_G23UREIF,16:46:46.988336,1,2,12
ID_XDNX,1,,ID_G23UREIF,07:47:20.049162,1,12,2
ID_PJZC,1,,ID_G23UREIF,08:13:45.361942,1,12,2
ID_UU4Y,1,count 8,ID_G23UREIF,14:57:51.111358,1,1,23
ID_NKJR,1,count 10,ID_G23UREIF,21:50:54.843940,1,11,30
ID_L9R0,1,count 10,ID_G23UREIF,06:16:58.750082,1,3,8
ID_PH4T,1,,ID_G23UREIF,11:58:13.379916,1,12,10
ID_20XL,1,count 6,ID_G23UREIF,13:50:41.475280,1,1,7
ID_0W7H,1,count 10,ID_G23UREIF,08:20:38.055626,1,1,24
ID_BXIL,1,count 10,ID_G23UREIF,10:33:28.482369,1,3,5
ID_OAR6,1,,ID_G23UREIF,17:25:58.610088,1,3,23
ID_Y6FW,1,count 10,ID_G23UREIF,19:04:45.878197,1,1,11
ID_56O8,1,count 10,ID_G23UREIF,17:24:58.718493,1,1,22
ID_6IDY,1,,ID_G23UREIF,12:04:23.482590,1,3,9
ID_AL6C,1,count 10,ID_G23UREIF,06:32:37.800986,1,12,1
ID_ZN92,1,count 10,ID_G23UREIF,16:43:35.853222,1,11,30
ID_WPP3,1,,ID_G23UREIF,16:43:35.871761,1,11,30
ID_528W,1,count 3,ID_G23UREIF,19:54:10.113249,1,12,29
ID_XZ71,1,,ID_G23UREIF,12:12:53.452418,1,4,30
ID_UB7R,1,count 10,ID_G23UREIF,08:15:48.771655,1,1,24
ID_5KD8,1,,ID_G23UREIF,14:24:03.007695,1,3,1
ID_I9BN,1,count 10,ID_G23UREIF,14:09:45.040102,1,12,15
ID_GAV9,1,,ID_G23UREIF,15:24:16.352077,1,2,18
ID_KU2G,1,count 10,ID_G23UREIF,22:22:21.694079,1,2,11
ID_WZ0H,1,count 10,ID_G23UREIF,01:23:28.737478,1,4,18
ID_F7QD,1,count 6,ID_G23UREIF,06:50:45.800265,1,12,4
ID_PDKH,1,,ID_H0IR2B9W,06:23:22.504658,1,12,11
ID_Y4Y2,1,,ID_CTPE4FB8,13:41:59.115577,1,3,22
ID_IQLI,1,,ID_CTPE4FB8,00:20:31.667022,1,3,10
ID_2MIC,1,,ID_CTPE4FB8,00:25:44.661458,1,3,10
ID_8SHD,1,,ID_CTPE4FB8,13:42:43.498774,1,3,22
ID_UB7R,1,,ID_CTPE4FB8,00:25:44.637346,1,3,10
ID_BXIL,1,,ID_CTPE4FB8,00:23:34.406253,1,3,10
ID_F7QD,1,count 6,ID_1LPGAR8W,00:05:44.384998,1,11,28
ID_WOVD,1,,ID_1LPGAR8W,18:33:52.860857,1,11,18
ID_M3G0,1,,ID_1LPGAR8W,23:54:24.151348,1,11,27
ID_WZ0H,1,,ID_89FE9YT4,11:38:00.778910,1,4,20
ID_HGJN,1,,ID_C83U5U1O,12:04:31.565903,1,2,27
ID_AL6C,1,,ID_L0X1Z9JL,06:31:41.539225,1,12,13
ID_528W,1,,ID_L0X1Z9JL,10:07:45.038586,1,12,28
ID_GVGW,1,,ID_XPYPCSB8,13:37:26.651734,1,4,15
ID_WWVF,1,,ID_XPYPCSB8,10:55:28.457580,1,4,17
ID_WZ0H,1,,ID_XPYPCSB8,08:11:56.596687,1,4,19
ID_PNHR,1,,ID_XR17QC5Y,01:55:34.759058,1,4,3
ID_M3G0,1,,ID_4DEEYHWH,06:28:53.202616,1,11,14
ID_BARV,1,,ID_W3DQJBSX,12:40:30.535639,1,12,17
ID_PDKH,1,,ID_F6SA2BTI,13:48:03.145284,1,11,29
ID_FM77,1,,ID_F6SA2BTI,08:28:52.413910,1,11,11
ID_UILN,1,,ID_F6SA2BTI,14:37:20.499709,1,5,20
ID_F7QD,1,,ID_F6SA2BTI,08:35:21.052060,1,5,17
ID_PDKH,1,,ID_ZK59XAJ8,17:44:32.167556,1,12,13
ID_I9BN,1,,ID_ZK59XAJ8,17:38:53.394584,1,12,13
ID_Y4Y2,1,,ID_RMR1OFK4,04:11:53.247122,1,3,16
ID_0W7H,1,,ID_C78MA4IQ,09:24:14.299252,1,2,7
ID_0D02,1,,ID_C78MA4IQ,09:24:14.313752,1,2,7
ID_UB7R,1,,ID_C78MA4IQ,09:24:14.323801,1,2,7
ID_2MIC,1,,ID_C78MA4IQ,09:24:14.333812,1,2,7
ID_20XL,1,,ID_C78MA4IQ,14:25:54.474272,1,1,24
ID_UU4Y,1,,ID_C78MA4IQ,14:29:48.580760,1,1,24
ID_0D02,1,,ID_W1DZOJ6M,15:05:32.123603,1,2,4
ID_J883,1,,ID_W1DZOJ6M,16:04:55.651863,1,12,23
ID_AS79,1,,ID_W1DZOJ6M,09:37:14.567393,1,12,20
ID_2MIC,1,,ID_W1DZOJ6M,15:05:32.150887,1,2,4
ID_0W7H,1,,ID_W1DZOJ6M,15:05:32.089388,1,2,4
ID_UB7R,1,,ID_W1DZOJ6M,15:05:32.138329,1,2,4
ID_64EM,1,count 10,ID_W1DZOJ6M,08:15:43.133056,1,1,5
ID_528W,1,count 10,ID_W1DZOJ6M,05:41:59.008298,1,12,28
ID_L3EB,1,,ID_BE3KE44X,08:41:24.972215,1,12,12
ID_WZ0H,1,,ID_1PSAAITO,05:34:37.722510,1,4,22
ID_ZN92,1,count 6,ID_H4DF1YA9,17:55:40.867685,1,11,23
ID_WPP3,1,,ID_H4DF1YA9,17:55:40.888019,1,11,23
ID_6IDY,1,,ID_MTJ41FBM,19:44:05.537008,1,12,9
ID_AL6C,1,,ID_MTJ41FBM,19:43:21.493649,1,12,9
ID_Y4Y2,1,count 6,ID_MTJ41FBM,20:38:15.942965,1,11,20
ID_PJZC,1,,ID_MTJ41FBM,19:43:37.443625,1,12,9
ID_WOVD,1,,ID_MTJ41FBM,18:32:47.600264,1,11,18
ID_PDKH,1,,ID_MTJ41FBM,19:40:19.151332,1,12,9
ID_M3G0,1,count 10,ID_MTJ41FBM,20:30:41.865578,1,11,20
ID_GVGW,1,count 10,ID_Z6RWPJ02,09:40:34.672045,1,11,17
ID_F7QD,1,count 10,ID_XY1PF9IF,09:27:57.582745,1,12,13
ID_NKJR,1,,ID_TOE3BT72,21:14:34.116460,1,12,7
ID_IVH9,1,,ID_TOE3BT72,21:14:34.129989,1,12,7
ID_GWL0,1,,ID_TOE3BT72,13:19:42.575322,1,11,25
ID_WOVD,1,,ID_TOE3BT72,20:17:37.405744,1,12,5
ID_528W,1,,ID_XFV4D95O,12:07:35.561776,1,12,28
ID_XDNX,1,,ID_XFV4D95O,13:29:48.244919,1,2,4
ID_1ZWS,1,,ID_NK4O4M33,13:42:25.927374,1,2,15
ID_7YDI,1,,ID_NK4O4M33,13:42:25.914013,1,2,15
ID_XZ71,1,,ID_LYJOIZC2,07:54:14.880218,1,5,17
ID_NKJR,1,,ID_2F218EUV,14:46:04.610226,1,12,14
ID_IVH9,1,,ID_2F218EUV,14:46:04.623988,1,12,14
ID_540G,1,,ID_2F218EUV,15:01:14.381963,1,12,16
ID_528W,1,count 10,ID_2F218EUV,17:32:06.128314,1,12,27
ID_51ZG,1,,ID_QXX2M5VT,20:29:26.443028,1,1,6
ID_WOVD,1,,ID_QXX2M5VT,20:28:58.592159,1,1,6
ID_AL6C,1,count 10,ID_QXX2M5VT,13:42:50.510492,1,12,13
